Inst Code,INSTITUTE NAME,Place,Dist Code,COED,COLLEGE TYPE,YEAR OF ESTB,BRANCH CODE,Branch Name,OC BOYS,OC GIRLS,BC_A BOYS,BC_A GIRLS,BC_B BOYS,BC_B GIRLS,BC_C BOYS,BC_C GIRLS,BC_D BOYS,BC_D GIRLS,BC_E BOYS,BC_E GIRLS,SC BOYS,SC GIRLS,ST BOYS,ST GIRLS,EWS GEN OU,EWS GIRLS OU,TUITION FEE,AFFILIATED
AARM,AAR MAHAVEER ENGINEERING COLLEGE,BANDLAGUDA,HYD,COED,PVT,2010.0,CSE,COMPUTER SCIENCE AND ENGINEERING,29938.0,29938.0,129031.0,148571.0,79270.0,79270.0,29938.0,80709.0,66675.0,88154.0,102225.0,102225.0,149080.0,149080.0,73548.0,177253.0,53223.0,57772.0,60000.0,JNTUH
AARM,AAR MAHAVEER ENGINEERING COLLEGE,BANDLAGUDA,HYD,COED,PVT,2010.0,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),31292.0,31292.0,142694.0,142694.0,90021.0,91949.0,31292.0,31292.0,88826.0,107588.0,88515.0,103900.0,157702.0,157702.0,170044.0,170804.0,53269.0,53269.0,60000.0,JNTUH
AARM,AAR MAHAVEER ENGINEERING COLLEGE,BANDLAGUDA,HYD,COED,PVT,2010.0,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,45167.0,45167.0,155296.0,155296.0,125800.0,125800.0,45167.0,45167.0,107586.0,116226.0,157375.0,157375.0,169699.0,169699.0,169382.0,169382.0,88222.0,88222.0,60000.0,JNTUH
AARM,AAR MAHAVEER ENGINEERING COLLEGE,BANDLAGUDA,HYD,COED,PVT,2010.0,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,105276.0,105276.0,148809.0,158116.0,128544.0,158461.0,105276.0,105276.0,133151.0,134360.0,105276.0,105276.0,172354.0,175214.0,170070.0,178525.0,105276.0,143247.0,60000.0,JNTUH
AARM,AAR MAHAVEER ENGINEERING COLLEGE,BANDLAGUDA,HYD,COED,PVT,2010.0,MEC,MECHANICAL ENGINEERING,39600.0,39600.0,154928.0,177817.0,163547.0,163547.0,142190.0,142190.0,122586.0,161291.0,123600.0,162441.0,172635.0,176589.0,158771.0,158771.0,161281.0,161281.0,60000.0,JNTUH
ACEG,A C E ENGINEERING COLLEGE (AUTONOMOUS),GHATKESAR,MDL,COED,PVT,2007.0,CIV,CIVIL ENGINEERING,47800.0,109029.0,135353.0,162197.0,122203.0,124232.0,47800.0,109029.0,110680.0,110680.0,143713.0,144598.0,168792.0,174914.0,168925.0,169615.0,111926.0,111926.0,110000.0,JNTUH
ACEG,A C E ENGINEERING COLLEGE (AUTONOMOUS),GHATKESAR,MDL,COED,PVT,2007.0,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),30045.0,30045.0,70795.0,73042.0,54897.0,56117.0,148223.0,148223.0,54033.0,54033.0,80780.0,80780.0,99227.0,107709.0,125744.0,146241.0,35697.0,37441.0,110000.0,JNTUH
ACEG,A C E ENGINEERING COLLEGE (AUTONOMOUS),GHATKESAR,MDL,COED,PVT,2007.0,CSE,COMPUTER SCIENCE AND ENGINEERING,28981.0,28981.0,64755.0,64755.0,47971.0,51168.0,89745.0,129991.0,46470.0,49932.0,78507.0,85471.0,90194.0,94719.0,109083.0,149765.0,32697.0,32697.0,110000.0,JNTUH
ACEG,A C E ENGINEERING COLLEGE (AUTONOMOUS),GHATKESAR,MDL,COED,PVT,2007.0,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),29862.0,29862.0,70324.0,70324.0,49295.0,50046.0,29862.0,105104.0,49995.0,49995.0,85905.0,89407.0,96652.0,96823.0,116732.0,164152.0,35191.0,35282.0,110000.0,JNTUH
ACEG,A C E ENGINEERING COLLEGE (AUTONOMOUS),GHATKESAR,MDL,COED,PVT,2007.0,CSO,COMPUTER SCIENCE AND ENGINEERING (IOT),37715.0,37715.0,87845.0,97603.0,72547.0,80266.0,37715.0,37715.0,63618.0,63618.0,142784.0,142784.0,124509.0,128507.0,147546.0,147546.0,42732.0,42732.0,110000.0,JNTUH
ACEG,A C E ENGINEERING COLLEGE (AUTONOMOUS),GHATKESAR,MDL,COED,PVT,2007.0,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,37595.0,40121.0,105181.0,105181.0,50432.0,73644.0,63173.0,63173.0,66263.0,66263.0,103090.0,103090.0,122443.0,126011.0,136345.0,166867.0,46707.0,46707.0,110000.0,JNTUH
ACEG,A C E ENGINEERING COLLEGE (AUTONOMOUS),GHATKESAR,MDL,COED,PVT,2007.0,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,43862.0,43862.0,153376.0,153376.0,94936.0,94936.0,43862.0,43862.0,79127.0,79127.0,43862.0,78959.0,144076.0,165084.0,116972.0,158921.0,55066.0,78980.0,110000.0,JNTUH
ACEG,A C E ENGINEERING COLLEGE (AUTONOMOUS),GHATKESAR,MDL,COED,PVT,2007.0,INF,INFORMATION TECHNOLOGY,37222.0,37222.0,71638.0,79780.0,55885.0,63528.0,37222.0,37222.0,62075.0,62075.0,95661.0,95661.0,101198.0,119507.0,141312.0,141312.0,38768.0,38768.0,110000.0,JNTUH
ACEG,A C E ENGINEERING COLLEGE (AUTONOMOUS),GHATKESAR,MDL,COED,PVT,2007.0,MEC,MECHANICAL ENGINEERING,60813.0,100014.0,140376.0,150717.0,136255.0,142202.0,116342.0,116342.0,111446.0,155283.0,60813.0,100014.0,160692.0,160692.0,170440.0,170440.0,114752.0,114752.0,110000.0,JNTUH
AITH,ANNAMACHARYA INST OF TECHNOLOGY AND SCI,HAYATHNAGAR,RR,COED,PVT,2005.0,CIV,CIVIL ENGINEERING,154976.0,154976.0,164710.0,164710.0,174719.0,179163.0,154976.0,154976.0,158074.0,158074.0,154976.0,154976.0,173855.0,180072.0,179926.0,179926.0,154976.0,154976.0,75000.0,JNTUH
AITH,ANNAMACHARYA INST OF TECHNOLOGY AND SCI,HAYATHNAGAR,RR,COED,PVT,2005.0,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),72698.0,72698.0,164522.0,164522.0,118884.0,127303.0,72698.0,72698.0,106360.0,106360.0,72698.0,164083.0,166104.0,167564.0,171441.0,171441.0,101433.0,101433.0,75000.0,JNTUH
AITH,ANNAMACHARYA INST OF TECHNOLOGY AND SCI,HAYATHNAGAR,RR,COED,PVT,2005.0,CSE,COMPUTER SCIENCE AND ENGINEERING,63619.0,63619.0,142157.0,144559.0,108492.0,108897.0,95326.0,95326.0,91459.0,91459.0,129921.0,129921.0,165031.0,165031.0,167811.0,167811.0,87633.0,94764.0,75000.0,JNTUH
AITH,ANNAMACHARYA INST OF TECHNOLOGY AND SCI,HAYATHNAGAR,RR,COED,PVT,2005.0,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),91186.0,91186.0,147194.0,147194.0,114969.0,114969.0,91186.0,91186.0,100896.0,101725.0,160606.0,160606.0,167765.0,167765.0,168237.0,168237.0,100920.0,100920.0,75000.0,JNTUH
AITH,ANNAMACHARYA INST OF TECHNOLOGY AND SCI,HAYATHNAGAR,RR,COED,PVT,2005.0,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,71631.0,71631.0,145374.0,157532.0,125566.0,125566.0,71631.0,71631.0,112314.0,113284.0,97211.0,119289.0,167841.0,174783.0,176995.0,178024.0,107100.0,114148.0,75000.0,JNTUH
AITH,ANNAMACHARYA INST OF TECHNOLOGY AND SCI,HAYATHNAGAR,RR,COED,PVT,2005.0,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,48969.0,48969.0,159903.0,159903.0,139355.0,139355.0,48969.0,48969.0,48969.0,161169.0,48969.0,48969.0,169604.0,173746.0,178227.0,178227.0,114478.0,114478.0,75000.0,JNTUH
AITH,ANNAMACHARYA INST OF TECHNOLOGY AND SCI,HAYATHNAGAR,RR,COED,PVT,2005.0,MEC,MECHANICAL ENGINEERING,163364.0,163364.0,174750.0,174750.0,176145.0,179808.0,174465.0,174465.0,174648.0,174648.0,163364.0,163364.0,174187.0,179778.0,179621.0,179621.0,163364.0,163364.0,75000.0,JNTUH
AKIT,ABDULKALAM INST OF TECHNOLOGY AND SCI,KOTHAGUDEM,KGM,COED,PVT,2007.0,AIM,ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,89631.0,89631.0,149602.0,156794.0,118936.0,179611.0,89631.0,89631.0,167652.0,167652.0,89631.0,105984.0,179823.0,179823.0,170880.0,170880.0,164669.0,164669.0,65000.0,JNTUH
AKIT,ABDULKALAM INST OF TECHNOLOGY AND SCI,KOTHAGUDEM,KGM,COED,PVT,2007.0,CIV,CIVIL ENGINEERING,118114.0,126732.0,177031.0,177031.0,162113.0,162113.0,118114.0,126732.0,171641.0,172938.0,118114.0,138431.0,178243.0,178243.0,178764.0,178764.0,118114.0,126732.0,65000.0,JNTUH
AKIT,ABDULKALAM INST OF TECHNOLOGY AND SCI,KOTHAGUDEM,KGM,COED,PVT,2007.0,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),61734.0,163584.0,61734.0,163584.0,141690.0,179915.0,61734.0,163584.0,127985.0,176344.0,61734.0,172020.0,180384.0,180384.0,175638.0,175638.0,61734.0,163584.0,65000.0,JNTUH
AKIT,ABDULKALAM INST OF TECHNOLOGY AND SCI,KOTHAGUDEM,KGM,COED,PVT,2007.0,CSE,COMPUTER SCIENCE AND ENGINEERING,95816.0,101387.0,174377.0,174377.0,176668.0,176720.0,95816.0,101387.0,177844.0,177844.0,95816.0,101387.0,179789.0,179789.0,173910.0,173910.0,143809.0,143809.0,65000.0,JNTUH
AKIT,ABDULKALAM INST OF TECHNOLOGY AND SCI,KOTHAGUDEM,KGM,COED,PVT,2007.0,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,84678.0,88172.0,84678.0,88172.0,177528.0,177528.0,84678.0,88172.0,173214.0,173214.0,109794.0,109794.0,176754.0,176754.0,134566.0,178719.0,84678.0,107459.0,65000.0,JNTUH
AKIT,ABDULKALAM INST OF TECHNOLOGY AND SCI,KOTHAGUDEM,KGM,COED,PVT,2007.0,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,106045.0,106045.0,173731.0,173731.0,176900.0,176900.0,106045.0,106045.0,177100.0,177100.0,106045.0,140658.0,177060.0,177060.0,167571.0,167571.0,106045.0,106045.0,65000.0,JNTUH
AKIT,ABDULKALAM INST OF TECHNOLOGY AND SCI,KOTHAGUDEM,KGM,COED,PVT,2007.0,MEC,MECHANICAL ENGINEERING,100142.0,100142.0,145359.0,145359.0,177412.0,177412.0,100142.0,100142.0,169383.0,169383.0,168512.0,168512.0,168968.0,168968.0,177393.0,179023.0,100142.0,100142.0,65000.0,JNTUH
AKIT,ABDULKALAM INST OF TECHNOLOGY AND SCI,KOTHAGUDEM,KGM,COED,PVT,2007.0,MIN,MINING ENGINEERING,100180.0,100180.0,171793.0,176811.0,167810.0,167810.0,100180.0,174999.0,152383.0,152383.0,100180.0,100180.0,169397.0,173962.0,169442.0,173959.0,100180.0,100180.0,65000.0,JNTUH
ANRK,ANURAG ENGINEERING COLLEGE AUTONOMOUS,KODAD,SRP,COED,PVT,2001.0,CIV,CIVIL ENGINEERING,168138.0,168138.0,168138.0,168138.0,168138.0,168138.0,168138.0,168138.0,168138.0,168138.0,168138.0,168138.0,175580.0,175580.0,168138.0,168138.0,168138.0,168138.0,90000.0,JNTUH
ANRK,ANURAG ENGINEERING COLLEGE AUTONOMOUS,KODAD,SRP,COED,PVT,2001.0,CSE,COMPUTER SCIENCE AND ENGINEERING,56525.0,56525.0,131809.0,131809.0,116261.0,116261.0,56525.0,56525.0,89188.0,108225.0,56525.0,56525.0,165043.0,174669.0,173513.0,173513.0,98120.0,98120.0,90000.0,JNTUH
ANRK,ANURAG ENGINEERING COLLEGE AUTONOMOUS,KODAD,SRP,COED,PVT,2001.0,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),49078.0,49078.0,142604.0,142604.0,117422.0,134991.0,49078.0,89129.0,89694.0,119654.0,139057.0,147139.0,173380.0,173380.0,176908.0,177147.0,97565.0,109640.0,90000.0,JNTUH
ANRK,ANURAG ENGINEERING COLLEGE AUTONOMOUS,KODAD,SRP,COED,PVT,2001.0,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,66981.0,66981.0,155205.0,159679.0,161274.0,161274.0,119863.0,119863.0,134524.0,134524.0,150473.0,150473.0,179944.0,179944.0,180220.0,180220.0,134848.0,134848.0,90000.0,JNTUH
ANRK,ANURAG ENGINEERING COLLEGE AUTONOMOUS,KODAD,SRP,COED,PVT,2001.0,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,78789.0,78789.0,139032.0,139032.0,131681.0,163439.0,78789.0,78789.0,149589.0,149589.0,78789.0,78789.0,180019.0,180019.0,173121.0,178051.0,159061.0,159061.0,90000.0,JNTUH
ANRK,ANURAG ENGINEERING COLLEGE AUTONOMOUS,KODAD,SRP,COED,PVT,2001.0,INF,INFORMATION TECHNOLOGY,95195.0,95195.0,151163.0,156451.0,159056.0,159056.0,95195.0,95195.0,144558.0,144558.0,155332.0,155332.0,179458.0,179458.0,173648.0,179016.0,116504.0,131860.0,90000.0,JNTUH
ARJN,ARJUN COLLEGE OF TECHNOLOGY AND SCIENCE,BATASINGARAM,RR,COED,PVT,2006.0,CSE,COMPUTER SCIENCE AND ENGINEERING,32508.0,32508.0,99899.0,157922.0,134344.0,137389.0,32508.0,32508.0,121685.0,121685.0,139429.0,139429.0,142748.0,170459.0,167633.0,172655.0,104531.0,107684.0,67000.0,JNTUH
ARJN,ARJUN COLLEGE OF TECHNOLOGY AND SCIENCE,BATASINGARAM,RR,COED,PVT,2006.0,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),110904.0,110904.0,163950.0,163950.0,145676.0,146064.0,110904.0,110904.0,126102.0,128290.0,122350.0,122350.0,167079.0,170711.0,169802.0,179927.0,110904.0,134240.0,67000.0,JNTUH
ARJN,ARJUN COLLEGE OF TECHNOLOGY AND SCIENCE,BATASINGARAM,RR,COED,PVT,2006.0,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,108670.0,108670.0,136049.0,140592.0,158205.0,158205.0,108670.0,139336.0,136066.0,138221.0,108670.0,108670.0,172565.0,174410.0,177603.0,180420.0,136017.0,136017.0,67000.0,JNTUH
ASRA,AVANTHIS SCIENTIFIC TECH AND RESEARCH ACADEMY,HAYATHNAGAR,RR,COED,PVT,2008.0,CIV,CIVIL ENGINEERING,155931.0,155931.0,176232.0,179965.0,176671.0,180056.0,155931.0,155931.0,179217.0,179483.0,178513.0,179706.0,175037.0,179184.0,179489.0,179489.0,155931.0,155931.0,60000.0,JNTUH
ASRA,AVANTHIS SCIENTIFIC TECH AND RESEARCH ACADEMY,HAYATHNAGAR,RR,COED,PVT,2008.0,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),70103.0,70103.0,144925.0,151924.0,140995.0,150996.0,70103.0,70103.0,129516.0,129516.0,142466.0,151143.0,173001.0,173133.0,179722.0,179828.0,125768.0,125768.0,60000.0,JNTUH
ASRA,AVANTHIS SCIENTIFIC TECH AND RESEARCH ACADEMY,HAYATHNAGAR,RR,COED,PVT,2008.0,CSE,COMPUTER SCIENCE AND ENGINEERING,33160.0,33160.0,146517.0,146517.0,132347.0,147054.0,97645.0,97645.0,103180.0,103180.0,151509.0,151509.0,171736.0,172935.0,168328.0,180175.0,106192.0,106192.0,60000.0,JNTUH
ASRA,AVANTHIS SCIENTIFIC TECH AND RESEARCH ACADEMY,HAYATHNAGAR,RR,COED,PVT,2008.0,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),91223.0,91223.0,112208.0,123797.0,141356.0,149088.0,91223.0,91223.0,127408.0,127408.0,111394.0,152862.0,172674.0,172969.0,179277.0,179277.0,115120.0,115120.0,60000.0,JNTUH
ASRA,AVANTHIS SCIENTIFIC TECH AND RESEARCH ACADEMY,HAYATHNAGAR,RR,COED,PVT,2008.0,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,121764.0,121764.0,132767.0,154581.0,147922.0,153877.0,121764.0,121764.0,131304.0,133097.0,121764.0,121764.0,173737.0,174488.0,179863.0,179863.0,125025.0,140102.0,60000.0,JNTUH
ASRA,AVANTHIS SCIENTIFIC TECH AND RESEARCH ACADEMY,HAYATHNAGAR,RR,COED,PVT,2008.0,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,106436.0,106436.0,106436.0,106436.0,162044.0,162044.0,106436.0,147206.0,126689.0,158104.0,139402.0,161579.0,174828.0,176001.0,174906.0,174906.0,159454.0,159454.0,60000.0,JNTUH
ASRA,AVANTHIS SCIENTIFIC TECH AND RESEARCH ACADEMY,HAYATHNAGAR,RR,COED,PVT,2008.0,MEC,MECHANICAL ENGINEERING,107037.0,107037.0,180268.0,180268.0,178270.0,178270.0,107037.0,107037.0,180197.0,180197.0,107037.0,107037.0,179826.0,179826.0,180031.0,180031.0,107037.0,107037.0,60000.0,JNTUH
AURG,AURORAS SCIENTIFIC AND TECHNOLOGICAL INSTITUTE,GHATKESAR,MDL,COED,PVT,2003.0,AIM,ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,56442.0,56442.0,161256.0,161256.0,119726.0,135418.0,56442.0,131219.0,104644.0,117331.0,125229.0,131083.0,161728.0,170034.0,169448.0,179194.0,86849.0,97180.0,45000.0,JNTUH
AURG,AURORAS SCIENTIFIC AND TECHNOLOGICAL INSTITUTE,GHATKESAR,MDL,COED,PVT,2003.0,CSE,COMPUTER SCIENCE AND ENGINEERING,55113.0,55113.0,144501.0,159597.0,115498.0,119593.0,98787.0,98787.0,95832.0,101096.0,148205.0,164798.0,166347.0,166767.0,167022.0,180097.0,86358.0,86358.0,45000.0,JNTUH
AURG,AURORAS SCIENTIFIC AND TECHNOLOGICAL INSTITUTE,GHATKESAR,MDL,COED,PVT,2003.0,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,40198.0,66309.0,162437.0,162437.0,105362.0,105362.0,40198.0,66309.0,97462.0,123156.0,106770.0,121899.0,162893.0,169426.0,170923.0,170923.0,105481.0,105481.0,45000.0,JNTUH
AURG,AURORAS SCIENTIFIC AND TECHNOLOGICAL INSTITUTE,GHATKESAR,MDL,COED,PVT,2003.0,MEC,MECHANICAL ENGINEERING,90490.0,90490.0,147577.0,155964.0,160226.0,173518.0,90490.0,174597.0,146637.0,161174.0,100143.0,136892.0,175377.0,177304.0,180291.0,180291.0,146720.0,147868.0,45000.0,JNTUH
AVIH,AVANTHI INST OF ENGG AND TECHNOLOGY,HAYATHNAGAR,RR,COED,PVT,2005.0,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),70831.0,70831.0,161782.0,161782.0,133801.0,134160.0,70831.0,70831.0,125567.0,128024.0,141127.0,144247.0,168465.0,172637.0,178925.0,178925.0,107678.0,109091.0,70000.0,JNTUH
AVIH,AVANTHI INST OF ENGG AND TECHNOLOGY,HAYATHNAGAR,RR,COED,PVT,2005.0,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),100413.0,100413.0,136456.0,141934.0,142591.0,142591.0,100413.0,100413.0,116004.0,128524.0,145731.0,145731.0,172047.0,172643.0,177881.0,179359.0,101157.0,105321.0,70000.0,JNTUH
AVIH,AVANTHI INST OF ENGG AND TECHNOLOGY,HAYATHNAGAR,RR,COED,PVT,2005.0,CSE,COMPUTER SCIENCE AND ENGINEERING,75997.0,75997.0,164730.0,164730.0,132722.0,132722.0,108434.0,108434.0,124371.0,124371.0,149571.0,149571.0,171991.0,172238.0,175517.0,177815.0,105470.0,105470.0,70000.0,JNTUH
AVIH,AVANTHI INST OF ENGG AND TECHNOLOGY,HAYATHNAGAR,RR,COED,PVT,2005.0,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),98847.0,98847.0,156441.0,164571.0,140621.0,140621.0,98847.0,98847.0,125175.0,130236.0,98847.0,133342.0,171817.0,171817.0,178087.0,178087.0,98847.0,107089.0,70000.0,JNTUH
AVIH,AVANTHI INST OF ENGG AND TECHNOLOGY,HAYATHNAGAR,RR,COED,PVT,2005.0,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,70943.0,70943.0,148383.0,152909.0,150205.0,150205.0,70943.0,70943.0,125702.0,131677.0,119034.0,151146.0,173541.0,174294.0,180000.0,180116.0,117445.0,117445.0,70000.0,JNTUH
AVIH,AVANTHI INST OF ENGG AND TECHNOLOGY,HAYATHNAGAR,RR,COED,PVT,2005.0,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,125535.0,125535.0,131036.0,146268.0,163677.0,163677.0,125535.0,125535.0,138582.0,138582.0,125535.0,125535.0,173669.0,175653.0,175021.0,176642.0,125535.0,125535.0,70000.0,JNTUH
AVIH,AVANTHI INST OF ENGG AND TECHNOLOGY,HAYATHNAGAR,RR,COED,PVT,2005.0,MEC,MECHANICAL ENGINEERING,59689.0,59689.0,176190.0,178786.0,177192.0,177192.0,176323.0,176323.0,148452.0,178989.0,145423.0,145423.0,177931.0,177931.0,176994.0,176994.0,162634.0,162634.0,70000.0,JNTUH
AVNI,AVN INST OF ENGG TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,2009.0,AID,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,65082.0,65082.0,152237.0,152237.0,89626.0,105045.0,65082.0,106512.0,94360.0,94708.0,151812.0,151812.0,165872.0,169099.0,169957.0,175608.0,76456.0,76456.0,92000.0,JNTUH
AVNI,AVN INST OF ENGG TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,2009.0,CIV,CIVIL ENGINEERING,60739.0,97052.0,135386.0,135386.0,153305.0,164373.0,134032.0,134032.0,132306.0,132306.0,60739.0,145150.0,121184.0,175206.0,136544.0,157350.0,132138.0,132138.0,92000.0,JNTUH
AVNI,AVN INST OF ENGG TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,2009.0,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),66723.0,66723.0,153779.0,153779.0,100165.0,100165.0,66723.0,66723.0,94689.0,104071.0,154940.0,154940.0,165623.0,170663.0,172330.0,179749.0,66723.0,77414.0,92000.0,JNTUH
AVNI,AVN INST OF ENGG TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,2009.0,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),67318.0,67318.0,128664.0,161894.0,99771.0,104356.0,67318.0,83464.0,98424.0,99731.0,159261.0,159261.0,165342.0,166330.0,156349.0,173215.0,77708.0,77708.0,92000.0,JNTUH
AVNI,AVN INST OF ENGG TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,2009.0,CSE,COMPUTER SCIENCE AND ENGINEERING,52454.0,52454.0,100810.0,133925.0,89717.0,93812.0,81063.0,81063.0,80154.0,90429.0,152288.0,154284.0,115236.0,160480.0,146523.0,169774.0,64674.0,64674.0,92000.0,JNTUH
AVNI,AVN INST OF ENGG TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,2009.0,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),51663.0,61570.0,144290.0,150191.0,93989.0,102208.0,91176.0,91176.0,91686.0,92823.0,116460.0,121092.0,166232.0,170920.0,170912.0,179076.0,73399.0,74835.0,92000.0,JNTUH
AVNI,AVN INST OF ENGG TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,2009.0,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,63496.0,72583.0,159262.0,159262.0,122391.0,122391.0,63496.0,72583.0,95925.0,96372.0,146021.0,146021.0,167818.0,172488.0,172693.0,178962.0,84928.0,91123.0,92000.0,JNTUH
AVNI,AVN INST OF ENGG TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,2009.0,MEC,MECHANICAL ENGINEERING,51968.0,51968.0,51968.0,147639.0,141681.0,178371.0,138273.0,138273.0,114225.0,164198.0,161589.0,161589.0,171536.0,178306.0,174344.0,174344.0,155280.0,155280.0,92000.0,JNTUH
BIET,BHARAT INSTITUTE OF ENGG AND TECHNOLOGY,IBRAHIMPATNAM,RR,COED,PVT,2001.0,CIV,CIVIL ENGINEERING,141489.0,141489.0,172419.0,172419.0,172673.0,172673.0,141489.0,141489.0,153659.0,153659.0,172767.0,172767.0,142030.0,176808.0,171810.0,176701.0,141489.0,141489.0,89000.0,JNTUH
BIET,BHARAT INSTITUTE OF ENGG AND TECHNOLOGY,IBRAHIMPATNAM,RR,COED,PVT,2001.0,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),67138.0,68175.0,149564.0,149564.0,114955.0,114955.0,67138.0,68175.0,101683.0,106679.0,67138.0,116636.0,167950.0,167950.0,179451.0,180347.0,85163.0,85163.0,89000.0,JNTUH
BIET,BHARAT INSTITUTE OF ENGG AND TECHNOLOGY,IBRAHIMPATNAM,RR,COED,PVT,2001.0,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),76437.0,76437.0,129318.0,158981.0,121588.0,121588.0,76437.0,111523.0,109821.0,109821.0,154819.0,154819.0,169390.0,169837.0,173349.0,173349.0,88371.0,88395.0,89000.0,JNTUH
BIET,BHARAT INSTITUTE OF ENGG AND TECHNOLOGY,IBRAHIMPATNAM,RR,COED,PVT,2001.0,CSE,COMPUTER SCIENCE AND ENGINEERING,66114.0,66114.0,163351.0,163351.0,119988.0,120837.0,142415.0,142415.0,103539.0,112552.0,164439.0,164439.0,171820.0,173101.0,175885.0,176638.0,86765.0,86765.0,89000.0,JNTUH
BIET,BHARAT INSTITUTE OF ENGG AND TECHNOLOGY,IBRAHIMPATNAM,RR,COED,PVT,2001.0,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),69829.0,83222.0,161268.0,161268.0,130878.0,130878.0,69829.0,83222.0,111711.0,120526.0,150809.0,150809.0,172093.0,172093.0,178147.0,178628.0,82258.0,86924.0,89000.0,JNTUH
BIET,BHARAT INSTITUTE OF ENGG AND TECHNOLOGY,IBRAHIMPATNAM,RR,COED,PVT,2001.0,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,78815.0,78815.0,155465.0,155465.0,149525.0,157732.0,103469.0,103469.0,123934.0,132763.0,138063.0,138063.0,172219.0,174911.0,177346.0,180423.0,111032.0,111032.0,89000.0,JNTUH
BIET,BHARAT INSTITUTE OF ENGG AND TECHNOLOGY,IBRAHIMPATNAM,RR,COED,PVT,2001.0,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,124225.0,124225.0,145274.0,145274.0,163942.0,163942.0,124225.0,124225.0,144708.0,145183.0,124225.0,124225.0,149477.0,176413.0,143781.0,175415.0,124225.0,140269.0,89000.0,JNTUH
BIET,BHARAT INSTITUTE OF ENGG AND TECHNOLOGY,IBRAHIMPATNAM,RR,COED,PVT,2001.0,INF,INFORMATION TECHNOLOGY,62237.0,62237.0,146944.0,160960.0,140078.0,140078.0,62237.0,62237.0,118255.0,122135.0,163263.0,163263.0,172800.0,174939.0,179043.0,179043.0,98361.0,98361.0,89000.0,JNTUH
